SENTTOT,SENSPLT0,DISTRICT,MONSEX,OFFGUIDE,SENTRNGE,XCRHISSR
,0,42,0,17,0,1
3.39,3.39,42,0,17,0,1
60,60,49,0,13,6,3
120,120,22,1,16,0,6
0.1,0.1,35,0,17,8,3
132,132,58,0,27,0,6
0.03,0.03,33,1,10,8,3
360,360,66,0,10,0,4
30,30,58,0,10,0,3
72,72,82,1,21,2,1
,0,33,0,10,8,1
2.76,2.76,42,0,17,0,1
0.03,0.03,70,0,17,3,3
,0,26,0,23,0,1
12.03,12.03,0,0,13,2,1
25,25,33,0,10,0,5
48,48,20,0,13,8,1
2.39,2.39,42,0,17,0,1
156,156,42,0,10,0,3
4.33,4.33,4,0,17,0,1
108,108,49,0,10,0,3
1.25,1.25,74,0,1,0,1
24,24,42,0,10,0,1
40,40,60,0,13,8,3
18,18,60,0,10,8,1
70,70,86,0,7,0,1
,0,86,0,13,8,2
120,120,86,0,13,0,
240,240,86,0,4,7,5
3.15,3.15,84,0,17,3,1
60,60,80,0,7,7,1
0.03,0.03,28,1,16,8,1
15,15,62,0,10,0,3
96,96,82,0,10,8,3
95,95,42,0,13,8,1
73,73,17,0,13,2,3
120,120,4,0,10,7,1
50,54,42,0,10,8,1
10,10,84,0,17,3,2
30,30,78,0,13,8,1
6,6,7,0,10,8,1
33,33,82,0,13,0,2
33,33,47,0,16,0,1
0.03,0.03,7,0,10,2,1
0.03,0.03,7,0,21,2,1
0.2,0.2,6,0,17,2,1
8,8,7,0,10,8,1
300,300,7,0,22,0,1
7,7,7,0,18,7,1
,0,37,1,10,2,2
24,24,7,0,16,8,3
288,288,7,0,26,8,4
12.03,12.03,87,0,17,8,4
30,30,54,0,10,0,1
0.33,0.33,53,0,30,,
0.03,0.03,7,0,15,2,1
32,32,32,0,21,0,1
84,84,7,0,13,0,3
24,24,42,0,17,0,3
21,21,42,0,17,0,2
18,18,42,0,17,0,2
,0,7,0,26,2,2
30,30,42,0,17,0,3
36,36,41,0,17,0,5
37,37,18,0,13,8,1
38,38,91,0,13,2,2
57,57,4,0,10,2,1
72,72,51,0,10,2,1
3,3,31,0,17,0,1
70,70,91,0,10,7,1
3.26,27.26,41,0,21,2,1
30,30,41,0,13,8,1
48,48,40,0,16,7,2
52,52,41,0,17,0,5
16,16,41,0,17,0,3
21,21,41,0,17,0,4
5,5,17,0,17,0,1
18,18,41,0,17,0,4
4,4,41,0,17,3,3
4,4,88,0,17,3,3
12,12,88,0,13,0,1
9,9,88,0,17,3,2
27,27,41,0,17,0,5
2.69,2.69,42,0,17,0,1
84,84,17,0,10,0,1
4.39,4.39,42,0,17,0,1
0.03,0.03,42,0,17,0,1
4.26,4.26,42,0,17,0,2
0.23,0.23,6,0,17,0,1
0.03,0.03,42,0,17,0,1
4.72,4.72,42,0,17,0,1
72,72,41,0,10,2,6
6,6,42,0,13,2,1
34,34,87,1,16,7,1
144,144,42,0,27,0,6
77,77,42,0,10,0,6
188,188,37,0,22,0,3
46,46,41,0,10,0,1
70,70,41,0,10,0,1
12,12,84,0,17,0,3
4.13,4.13,42,0,17,0,1
87,87,30,0,10,8,1
18,18,27,0,15,2,2
210,210,30,0,10,8,1
3.72,3.72,42,0,17,0,1
90,90,33,0,10,0,3
144,144,30,0,10,8,5
162,162,73,0,10,8,2
,0,70,0,30,7,1
30,30,30,0,17,0,3
6,6,84,0,17,0,1
21,21,31,0,17,0,2
50,50,42,0,10,0,5
2,2,17,0,16,0,1
20,20,41,0,10,2,1
24,24,34,0,10,2,6
22,22,90,0,13,8,3
24,24,31,1,16,0,1
37,37,49,0,25,0,5
24,24,42,0,17,0,3
,0,31,0,16,0,1
120,120,60,0,13,0,6
57,57,65,0,13,0,5
87,87,49,0,10,0,3
41,41,41,0,17,3,5
16,16,30,0,17,0,3
60,60,49,0,10,0,1
10,10,41,0,25,0,4
24,24,33,0,1,6,2
30,30,5,0,10,5,5
144,144,14,0,10,5,6
37,37,30,0,13,0,4
90,90,74,0,10,2,6
,0,17,1,16,0,1
96,96,61,0,13,0,6
6.18,6.18,6,0,17,0,1
24,24,65,0,13,4,4
40,40,70,0,17,0,4
2.66,2.66,84,0,17,0,1
192,192,14,0,16,6,4
9,9,70,0,17,0,2
48,48,65,1,10,8,6
6,6,84,0,17,3,1
151,151,66,0,10,8,6
37,37,60,0,13,0,4
11.43,11.43,65,1,1,0,6
103,103,82,0,10,2,4
70,70,38,1,10,2,1
6.76,6.76,42,0,17,0,1
13,13,42,0,17,8,1
11.03,11.03,12,0,10,2,2
8,8,41,0,17,0,1
16,16,42,0,17,0,3
21,21,41,0,17,0,2
30,30,41,0,10,7,1
240,240,38,0,10,0,3
37,37,41,0,17,3,5
21,21,48,0,21,2,1
20,20,70,0,17,8,1
2.39,2.39,42,1,17,0,1
96,96,76,0,10,2,1
2.66,2.66,42,0,17,0,1
12.03,12.03,84,0,17,3,4
12.03,12.03,70,0,17,3,1
12.03,12.03,70,1,10,3,1
2.99,2.99,42,0,17,0,1
36,36,6,0,16,0,1
24,24,41,0,10,0,1
24,30,5,0,13,2,4
260,260,74,0,10,4,6
128,128,52,0,10,0,3
,0,6,1,29,8,1
36,36,6,0,17,2,1
198,198,38,0,10,0,2
,0,6,0,16,2,1
133,133,4,0,10,6,1
16,16,38,0,17,0,1
11.66,11.66,6,0,17,0,1
0.33,0.33,56,0,10,0,1
48,48,48,0,16,8,2
2.89,2.89,84,0,17,0,1
240,240,57,0,7,8,5
2.37,2.37,74,0,17,0,1
6,6,71,0,5,2,1
4.4,4.4,74,0,17,3,2
0.03,0.03,69,0,1,8,2
10,10,74,0,17,3,1
188,188,66,0,10,0,2
12.03,12.03,77,0,13,0,1
12.03,12.03,74,0,17,3,1
34,34,74,0,10,4,1
70,70,31,0,16,8,1
180,180,75,0,10,7,4
12.03,12.03,74,0,17,3,1
18,18,74,0,10,3,1
60,60,57,0,7,6,1
120,120,28,0,10,8,2
16,16,69,0,1,0,2
6,6,74,1,17,3,1
78,78,74,0,10,4,3
160,160,17,0,10,8,6
6,12,74,0,10,2,1
0.03,0.03,74,0,25,0,2
12.03,12.03,31,0,10,7,1
12.03,12.03,74,0,17,3,5
13.03,13.03,74,0,10,4,1
260,260,4,0,27,7,2
13.03,13.03,74,0,10,3,1
120,120,22,0,10,0,2
,0,4,1,10,7,1
63,63,4,0,10,5,1
57,57,91,0,10,0,1
,0,77,0,16,0,1
8,8,42,0,17,6,1
123,123,65,0,13,0,6
360,360,66,0,27,0,1
37,37,65,0,13,0,5
108,108,66,1,10,2,3
27,27,4,0,13,0,2
6,6,41,0,21,0,1
96,96,66,0,10,2,3
36,36,26,0,13,2,6
12.03,21.03,16,0,21,2,1
42,42,91,0,10,0,1
0.33,0.33,94,0,17,0,1
140,140,70,0,10,7,6
30,30,52,0,13,0,3
12.03,12.03,12,0,16,2,1
84,84,60,0,13,8,6
0.03,0.03,9,0,27,8,1
3.26,3.26,70,0,17,0,1
300,300,85,0,22,0,1
120,120,66,1,10,2,6
46,46,70,0,17,0,3
,0,85,0,24,4,6
3.32,3.32,41,0,17,0,1
84,84,84,0,10,2,4
4.89,4.89,74,0,17,0,1
16,16,70,0,17,3,2
,0,42,0,17,8,3
5.56,5.56,70,0,17,3,2
27.07,27.07,70,0,17,0,5
6.16,6.16,41,0,17,0,2
6,6,41,0,17,0,3
27,33,42,0,17,6,3
48,48,74,0,10,4,1
,0,25,0,13,8,2
21.72,21.72,1,0,10,0,1
84,84,25,0,10,0,6
108,108,84,0,26,8,2
38,38,25,1,16,0,1
63,63,31,0,13,0,6
156,156,87,0,7,8,1
2.26,2.26,41,0,17,0,1
,0,41,0,16,0,1
0.03,0.03,41,0,17,0,1
50,50,41,0,13,5,1
39,39,87,1,10,8,2
84,84,64,0,13,0,5
,0,41,0,17,8,1
3.12,3.12,70,0,17,0,1
8,8,42,1,17,6,1
8,8,42,0,17,6,1
16,16,41,0,17,8,3
36,36,70,0,10,3,1
,3,25,0,13,8,1
120,120,78,0,10,8,4
83,83,41,0,17,0,5
1.66,1.66,42,0,17,0,1
5,9,74,0,17,3,1
24,24,46,0,13,0,1
,0,42,0,17,0,1
,0,22,0,13,0,1
,0,22,0,30,0,1
24,24,85,0,3,4,1
,0,70,0,13,2,1
1.92,1.92,42,0,17,0,1
45,45,64,0,13,8,5
0.03,0.03,42,1,17,0,1
144,144,53,0,10,7,4
300,300,65,0,13,7,6
5,5,41,0,17,0,1
16,16,42,0,17,0,3
60,60,43,0,10,0,2
16,16,70,0,17,0,4
12,12,70,0,17,0,1
,0,20,1,10,2,1
3.58,3.58,41,0,17,0,1
10,10,70,0,17,3,1
36,36,20,0,10,8,2
19.51,19.51,41,0,17,5,2
8,8,70,0,17,3,3
0.03,0.03,56,0,13,8,1
10,10,42,0,17,6,1
6,6,41,0,17,0,1
60,60,72,0,7,8,1
30,30,48,0,16,4,1
6,6,30,0,17,5,3
,0,30,0,16,7,1
63,63,24,0,10,0,1
63,63,24,0,7,0,1
3.02,3.02,70,0,17,0,1
52,52,66,0,13,0,3
5.22,5.22,41,0,17,0,1
21,21,24,0,10,8,6
8,8,41,0,17,0,2
4.4,4.4,41,0,17,0,1
4.7,8.7,74,1,10,3,1
7.98,7.98,74,0,10,2,1
47,47,25,0,10,0,6
4.4,4.4,41,0,17,0,1
6.57,6.57,43,0,17,0,2
0.03,0.03,42,0,17,0,1
10,10,74,0,17,3,1
78,78,70,0,3,1,3
6,6,70,0,17,3,2
4.66,4.66,42,0,17,0,1
24,24,42,0,10,0,1
24,24,70,0,10,8,1
8,8,74,0,17,3,2
4.8,4.8,41,0,17,0,1
9,9,10,1,10,2,1
20,20,24,0,13,0,6
87,87,30,0,10,0,1
60,60,85,0,26,0,1
12.03,12.03,74,0,17,3,5
456.99,456.99,30,0,7,8,1
,8,9,0,16,0,1
,0,60,0,25,8,3
12.03,12.03,25,1,10,8,1
3,3,10,1,10,2,1
121,121,30,0,13,0,4
72,72,37,0,16,0,3
47,47,60,0,13,0,3
6,6,70,0,17,8,1
6,6,70,1,17,3,3
12.03,12.03,41,1,10,2,1
78,78,76,0,10,8,6
24,24,34,1,16,2,2
360,360,25,0,27,7,1
36,36,9,0,13,6,2
2.96,5.96,32,0,10,7,1
30,30,72,0,10,0,1
20,20,70,0,17,3,3
51,51,66,0,13,8,3
7,7,70,0,17,3,2
7,7,60,0,25,8,2
57,57,24,0,10,0,4
8,8,41,0,17,0,2
27,27,42,0,10,0,2
132,132,32,0,10,2,2
0.03,0.03,41,0,17,0,1
21,21,70,1,10,3,1
96,96,17,0,13,0,6
186,186,9,0,27,8,1
4,4,70,0,17,3,2
56,56,41,1,16,0,2
5,5,70,0,17,3,3
0.03,0.03,72,1,10,5,2
0.03,0.03,41,0,16,0,1
12.03,12.03,41,0,17,8,2
1.99,1.99,42,1,17,0,1
168,168,41,0,13,0,1
5,5,41,0,17,3,1
42,42,77,0,10,2,1
4,4,70,0,17,0,2
0.03,0.03,42,0,17,0,1
132,132,77,0,10,8,6
2.49,2.49,42,0,17,0,1
48,48,70,0,10,2,1
41,41,72,0,13,0,6
51,51,55,0,13,0,4
3,3,90,0,5,5,1
68,68,6,0,10,7,2
0.03,0.03,72,1,29,2,5
2.73,2.73,70,0,17,0,1
0.03,0.03,41,0,17,0,1
63,63,42,0,10,0,1
7,7,70,0,17,3,2
24,24,49,0,13,7,3
216,216,69,1,10,8,1
40,40,69,1,10,8,1
41,41,69,1,10,0,1
120,120,49,0,7,8,1
8,8,70,0,17,3,3
400,400,69,0,10,0,3
27,27,73,0,10,8,2
126,126,69,0,4,0,1
37,37,28,0,13,0,4
30,30,41,0,17,5,4
28,28,71,1,10,8,1
48,48,73,0,16,8,6
0.03,4.03,78,0,10,8,1
72,72,16,0,13,6,2
33,33,42,0,17,0,1
18,18,16,0,16,2,1
,0,72,0,10,0,1
5.88,5.88,74,1,10,7,6
0.03,0.03,71,0,10,7,1
30,30,74,0,10,3,1
120,120,87,0,13,6,6
27,27,65,0,13,0,5
0.03,0.03,71,1,10,7,3
150,150,6,0,27,8,1
,0,48,1,9,0,1
78,78,85,0,20,0,1
144,144,87,1,10,8,6
3,3,91,0,17,0,1
57,57,42,0,17,0,4
,0,91,0,16,0,1
8,8,70,0,17,3,2
16,16,42,0,17,0,3
30,30,87,0,10,8,1
48,48,18,0,13,8,6
36,36,41,0,17,3,5
70,70,18,0,13,0,3
,0,18,0,13,8,1
37,37,18,0,13,0,1
60,60,74,0,10,7,1
0.03,0.03,71,0,10,7,1
,0,81,1,30,0,1
4,4,15,0,21,2,1
,0,81,0,30,0,1
78,78,91,0,10,0,1
77,77,18,0,10,0,6
0.03,0.03,71,0,10,7,1
40,40,71,0,10,8,3
45,45,39,0,17,6,3
7,7,42,0,17,0,2
23,23,15,0,10,2,1
36,36,15,0,10,8,1
38,38,90,0,10,8,1
5,5,42,0,17,,
8.56,8.56,33,0,16,0,3
70,70,64,0,10,7,1
50,50,33,0,10,8,4
96,96,15,0,13,8,5
300,300,64,0,27,0,1
45,45,42,0,13,2,1
0.03,0.03,71,0,10,7,1
180,180,42,0,10,0,6
135,135,42,0,10,2,1
15,15,42,0,13,0,3
0.03,0.03,71,0,10,7,1
36,36,33,0,10,8,3
27,27,42,0,17,0,5
12.03,12.03,90,0,5,0,1
100,100,31,1,10,2,4
60,60,74,1,10,4,3
180,180,33,0,13,8,6
24,24,42,0,13,2,3
78,78,4,0,10,0,2
47,47,41,0,10,2,1
22,22,69,0,24,5,4
46,46,73,0,13,0,4
24,24,65,0,13,8,1
15,15,22,1,16,0,1
57,57,4,0,10,0,5
33,33,42,0,17,0,1
96,96,87,0,10,8,1
54,54,41,0,10,0,1
13.76,13.76,70,0,10,5,1
5,10,42,0,17,6,1
60,60,42,0,17,0,6
87,87,38,0,10,0,1
0.03,0.03,74,1,10,7,1
8,8,41,0,17,2,2
60,60,4,0,10,7,1
43,43,42,0,10,6,1
188,188,42,0,10,8,6
0.03,0.03,74,1,10,2,1
,0,74,0,17,0,1
24,24,74,0,17,0,5
6,6,74,0,17,0,1
240,240,47,0,7,0,6
151,151,42,1,17,2,1
4,4,74,0,17,3,2
37,37,12,0,10,0,4
,0,74,0,17,0,1
33,33,13,0,13,0,2
102,102,12,0,4,7,4
6,6,84,0,17,3,3
24,24,46,0,13,0,1
135,135,63,1,10,2,3
114,114,63,0,10,8,4
130,130,63,0,10,8,5
42,42,85,0,3,4,4
7.72,7.72,26,0,17,0,1
60,60,63,1,10,8,3
6,6,65,0,13,8,2
71,71,12,0,13,8,6
6.64,6.64,84,0,17,2,1
264,264,66,0,10,8,6
6.46,6.46,42,0,17,0,1
18,18,47,0,16,2,1
6,6,74,0,17,0,1
39,39,40,1,16,2,2
12.03,12.03,70,0,17,3,3
138,138,66,0,10,0,5
3.84,3.84,41,0,17,2,2
30,30,84,0,17,3,4
2.53,2.53,84,0,17,3,1
70,70,67,0,13,0,5
71,71,39,0,10,2,3
15,15,84,0,17,3,2
3,3,1,1,30,0,1
70,70,12,0,10,2,6
42,42,12,0,10,6,2
60,60,87,0,13,0,4
42,42,67,0,7,7,1
60,60,83,1,10,2,4
46,46,82,0,13,0,5
,0,48,1,13,2,1
36,36,82,0,10,8,1
94,94,13,0,10,7,6
1.1,1.1,22,0,17,0,1
48,48,71,0,10,8,3
51,51,84,0,13,0,2
7.85,7.85,67,0,11,0,1
18,18,37,0,24,0,3
30,30,14,0,17,0,3
24,24,12,0,10,0,1
30,30,14,0,10,8,1
33,33,13,0,13,2,1
38,38,46,0,13,8,3
70,70,64,0,10,4,3
2.23,2.23,42,0,17,0,1
63,63,22,0,10,0,2
0.03,0.03,6,1,26,2,1
2.36,2.36,42,0,17,0,1
60,60,22,0,7,8,1
3.06,3.06,62,0,17,0,2
,0,22,,30,0,1
4.33,4.33,42,0,17,0,1
315,315,86,0,22,6,2
100,100,62,0,13,0,5
,0,42,0,17,0,1
48,48,48,0,13,8,6
7.16,7.16,41,0,17,0,1
0.03,0.03,5,0,10,2,4
48,48,34,0,10,8,2
14,14,42,0,17,0,3
6,6,42,0,17,0,2
,0,42,0,17,0,1
132,132,5,0,13,8,2
104,104,30,0,10,8,3
180,180,66,0,13,0,6
4.79,4.79,42,0,17,0,1
4.79,4.79,42,0,17,0,1
280,280,43,0,7,8,2
75,75,43,0,10,0,5
7,7,42,0,17,0,2
4,4,84,0,17,3,3
6.46,6.46,42,0,17,0,1
3.36,3.36,70,0,17,0,1
7.03,7.03,42,0,17,0,1
48,48,53,0,26,0,2
12.03,12.03,41,1,16,8,1
,0,70,0,17,3,1
5.82,5.82,42,0,17,0,1
300,300,15,0,7,0,2
18,18,87,1,16,8,1
10,10,42,0,17,0,3
9.36,9.36,42,0,17,0,2
,0,41,1,17,3,1
60,60,54,0,10,0,1
470,470,34,0,10,0,2
,0,34,1,10,7,1
12.03,12.03,20,0,16,7,1
41,41,54,0,13,8,2
156,156,60,0,10,8,6
5.33,11.33,72,1,10,2,2
18,18,88,0,13,0,3
12.03,12.03,35,0,13,2,3
,0,42,1,17,0,1
168,168,60,0,10,2,6
30,30,44,0,13,0,5
8.89,8.89,10,0,17,0,1
0.99,0.99,41,0,17,0,1
70,70,60,0,10,0,1
204,204,60,0,10,2,6
7,7,39,0,17,0,2
38.63,38.63,56,0,10,8,1
30,30,17,0,10,0,3
0.03,12.03,1,0,10,2,1
,0,65,0,12,2,1
84,84,65,0,10,0,5
46,46,66,0,13,0,4
27,27,60,0,13,0,1
120,120,54,0,10,0,3
37,37,54,0,13,0,3
60,60,14,0,10,0,3
,0,70,1,17,3,1
3.16,3.16,42,0,17,0,1
22,22,87,0,16,7,1
0.03,0.03,73,1,10,2,3
120,120,7,0,7,0,2
144,144,73,0,10,8,2
51,51,73,0,10,7,3
30,30,73,0,10,2,5
0.03,0.03,71,0,10,2,1
6,6,73,0,13,8,1
8,8,7,0,17,2,1
60,60,73,0,10,8,2
0.07,8.07,79,0,10,8,1
108,108,73,0,10,8,5
33,33,73,0,6,0,6
120,120,73,0,10,8,2
39,39,73,0,10,8,3
30,30,73,0,16,0,6
90,90,73,0,16,0,3
78,78,73,0,21,0,2
41,41,73,0,13,8,6
41,41,32,1,16,8,1
0.03,0.03,20,0,13,7,3
41,41,42,0,17,0,3
63,63,73,0,16,0,1
63,63,20,0,13,8,4
36,36,73,0,10,2,1
27,27,20,0,10,8,3
121,121,73,0,10,8,4
24,24,30,0,29,8,1
120,120,73,0,10,5,6
6,6,20,0,16,8,1
6,12,20,0,16,0,1
24,24,73,0,10,0,1
120,120,20,0,4,0,3
18,18,74,0,10,3,1
37,37,73,0,13,8,4
18,18,30,0,17,0,3
68,68,73,0,16,8,1
36,36,43,0,18,2,1
3.95,3.95,73,1,16,7,3
18,18,24,1,10,0,3
70,70,39,0,13,0,5
,6,73,0,21,8,3
13,13,69,0,1,0,1
97,97,18,0,7,7,1
108,108,15,0,10,0,1
6,6,37,0,16,8,1
144,144,70,0,10,7,1
2,8,90,0,1,0,1
30,30,18,0,13,0,5
8,18,43,0,10,7,1
476,476,52,0,13,0,6
0.03,0.03,14,0,13,0,3
0.03,0.03,84,1,10,0,1
,0,72,0,10,3,1
37,37,78,0,10,2,1
2.39,2.39,42,0,17,0,1
0.03,0.03,72,0,10,8,1
,0,78,0,17,7,6
8,8,42,0,17,0,2
,0,42,1,17,0,1
,0,65,1,30,0,1
18,18,69,0,13,0,3
33,33,73,0,5,8,1
0.03,0.03,41,0,17,3,1
33,33,7,0,21,8,1
27,27,73,0,21,7,1
0.03,0.03,48,0,16,7,1
64,64,73,0,10,8,1
36,36,7,0,7,7,1
0.03,0.03,7,0,21,2,1
24,24,73,0,29,0,1
,0,41,0,5,7,1
64,64,72,0,13,0,5
84,84,32,0,13,8,4
13,13,41,0,16,2,1
14,14,73,1,10,2,1
60,60,73,0,10,7,6
,0,49,0,16,8,1
,0,18,1,16,7,1
15,15,12,0,28,0,1
6,6,41,0,17,3,1
60,60,41,1,10,2,1
14,14,43,1,10,8,1
6,6,41,0,13,0,3
13,13,70,1,10,3,1
0.03,0.03,41,1,17,0,1
,0,42,0,17,0,1
18,18,77,0,4,5,1
,0,5,0,16,2,1
14,14,41,0,17,0,2
12.03,12.03,41,0,17,0,2
36,36,77,0,13,8,5
0.03,0.03,31,1,17,,
60,60,72,0,10,2,1
41,41,34,0,10,0,2
,3,1,0,16,8,1
78,78,66,0,10,0,2
6.56,6.56,42,0,17,0,1
,6,41,1,17,0,1
192,192,55,0,22,2,1
0.03,0.03,48,0,10,8,1
12.03,12.03,72,0,10,8,1
115,115,32,0,10,2,1
1.62,1.62,6,0,17,0,1
6,6,48,0,29,2,2
,6,73,0,27,0,1
18,18,41,0,1,0,1
15,15,72,1,10,2,1
110,110,32,0,10,4,6
120,120,71,0,10,7,6
18,18,69,1,10,2,3
6.66,6.66,41,0,21,0,1
80,80,19,0,13,2,4
70,70,66,0,7,8,1
24,24,69,1,10,2,3
120,120,73,0,10,0,1
4,8,16,1,10,0,1
10,10,70,0,17,3,4
6,6,69,0,24,0,1
24,24,31,0,16,8,1
126,126,17,0,10,2,6
78,78,32,1,10,7,3
19.18,19.18,70,0,17,3,4
0.03,6.03,72,1,10,2,1
600,600,31,0,4,8,1
120,120,16,0,10,2,1
36,36,65,0,13,0,3
12.03,12.03,41,0,13,0,1
38,38,31,0,16,7,1
7.79,7.79,70,0,17,3,2
18,18,70,0,17,3,3
,0,70,1,17,3,1
0.03,0.03,32,1,16,4,1
10,10,70,0,17,0,5
84,84,73,0,10,7,6
120,120,30,0,10,0,1
161,161,26,0,10,2,6
66,66,22,0,27,7,1
12.03,12.03,20,0,15,0,1
57,57,42,0,17,0,5
108,108,31,0,10,2,1
60,60,65,0,13,7,1
148,148,18,0,26,6,1
65,65,26,0,13,0,3
13,13,26,0,13,0,1
120,120,41,0,13,0,2
210,210,18,0,26,6,2
33,33,80,1,16,0,3
42,42,26,0,13,8,3
0.03,0.03,80,0,13,0,1
57,57,88,0,27,0,3
1,9,43,1,8,0,1
60,60,31,0,13,8,6
4.1,4.1,42,0,17,0,1
21,21,41,0,17,3,1
10,10,96,1,16,8,1
33,33,41,0,17,0,3
24,24,79,0,10,7,1
14,14,79,0,17,8,3
106,106,79,0,13,6,6
9.66,9.66,22,1,16,5,1
27,27,41,0,17,0,6
24,24,41,0,17,0,5
12.03,12.03,41,0,17,0,3
5.99,5.99,42,0,17,0,1
12.03,12.03,41,0,17,0,2
5.39,5.39,42,0,17,0,1
0.03,0.03,42,0,17,0,1
120,120,60,0,10,0,1
5.99,5.99,42,0,17,0,1
0.03,0.03,42,0,17,0,1
0.03,0.03,42,0,17,0,1
0.03,0.03,42,0,17,0,2
136,136,52,0,10,0,1
0.03,0.03,88,0,17,3,3
0.03,0.03,88,0,17,3,3
120,120,44,0,27,0,1
46,46,64,0,4,0,3
84,84,87,0,13,8,4
96,96,41,0,13,8,1
5,5,18,0,29,7,1
5.13,5.13,42,0,17,0,2
46,46,32,0,7,7,1
12.03,16.03,16,0,10,2,1
41,41,73,0,16,8,1
,0,9,0,16,7,1
240,240,9,0,7,7,1
84,84,9,0,16,1,6
60,60,9,0,13,0,1
50,50,9,0,13,6,4
50,50,73,0,10,8,1
110,110,73,0,21,6,2
100,100,73,0,10,5,5
30,30,18,0,9,6,3
110,110,18,0,26,8,2
42,42,17,0,16,8,1
120,120,9,0,26,8,1
36,36,73,0,10,8,1
46,46,18,0,13,0,3
70,70,9,0,13,7,1
180,180,17,0,10,2,6
105,105,9,0,26,0,6
41,41,18,0,10,8,3
48,48,18,0,10,8,1
87,87,18,0,10,0,3
0.03,0.03,42,0,17,0,1
,0,9,0,7,7,1
15.36,15.36,33,1,10,8,2
60,60,9,0,10,2,4
5.49,5.49,42,0,17,0,1
30,30,41,1,13,0,1
48,48,41,0,17,1,1
60,60,41,0,17,1,1
60,60,15,0,10,8,2
144,144,15,0,10,4,6
0.03,0.03,64,1,10,7,1
3.91,3.91,70,0,17,0,1
144,144,33,0,10,8,6
57,57,15,0,13,0,4
5.36,5.36,42,0,17,0,2
9,9,42,0,17,0,1
5.3,5.3,42,0,17,0,1
24,24,74,0,10,3,1
0.03,0.03,74,0,16,0,1
5.69,5.69,42,0,17,0,1
5.33,5.33,42,0,17,0,1
6,6,42,0,17,0,2
5.36,5.36,42,0,17,0,1
12.03,12.03,20,0,10,2,1
37,49,15,0,7,8,1
5.26,5.26,42,0,17,0,1
12.03,12.03,42,0,17,0,2
5.62,5.62,42,0,17,0,1
5.02,5.02,42,0,17,0,1
0.03,0.03,74,0,17,0,1
360,360,18,0,10,8,3
72,72,66,0,10,8,3
0.03,0.03,42,0,17,0,1
3.66,3.66,42,0,17,0,1
6,6,20,0,10,0,1
97,97,40,0,16,0,1
27,27,30,0,5,2,1
5.07,5.07,42,0,17,0,1
98,98,60,1,10,2,4
32,32,42,0,17,6,2
10,10,49,0,17,7,4
51,51,30,0,5,8,1
3.07,3.07,42,0,17,0,1
36,36,12,0,16,0,1
12.26,12.26,42,0,17,0,3
3.02,3.02,84,0,17,0,1
72,72,83,0,13,0,6
7.53,7.53,42,0,17,8,3
10,10,41,0,17,0,3
3.02,3.02,84,0,17,0,1
4.2,4.2,84,0,17,3,2
33,33,86,0,20,0,1
0.03,0.03,85,0,17,0,1
0.03,0.03,42,0,17,0,1
231,231,20,0,26,0,1
72,72,87,0,13,6,3
24,24,41,0,17,0,4
63,63,54,0,10,0,2
5.89,5.89,49,0,17,0,3
96,96,80,0,10,2,4
41,41,41,0,17,0,6
137,137,40,0,26,6,4
24,24,25,0,7,8,1
24,24,40,0,17,0,4
12,12,40,0,10,7,1
60,60,85,0,10,4,2
87,87,67,1,10,0,1
470,470,43,0,22,0,6
12.69,12.69,85,0,10,0,1
24,24,41,1,17,0,3
96,96,40,0,10,0,6
,0,17,0,30,0,1
33,33,83,0,13,0,5
24,24,40,0,17,0,4
2.16,2.16,42,1,17,0,1
33,33,83,0,13,0,2
180,180,62,0,10,2,2
51,51,87,0,13,0,2
140,140,46,0,10,0,5
2.23,2.23,42,0,17,0,1
,0,42,0,17,0,1
5.69,5.69,42,0,17,0,1
,0,64,0,29,8,1
12,12,42,0,17,0,1
60.03,60.03,20,0,10,5,2
30,30,42,0,17,0,3
72,72,14,0,10,8,6
84,84,64,0,13,8,4
,0,42,0,21,2,1
34,34,82,0,13,0,6
51,51,27,0,13,0,6
180,180,55,0,27,8,1
37,37,42,0,17,0,4
7.2,7.2,42,0,17,8,4
30,30,40,0,13,0,1
27,27,55,0,13,8,1
24,24,42,0,17,6,1
0.03,0.03,48,0,10,8,1
180,180,40,0,10,7,1
12.03,12.03,55,0,18,7,1
115,115,82,0,13,0,6
8.82,8.82,41,0,17,8,2
6,10,41,0,17,0,3
4.85,4.85,41,0,17,0,1
120,120,40,0,21,7,5
25,25,42,0,17,6,1
60,60,85,1,10,1,3
0.03,0.03,84,0,10,2,1
30,30,41,0,17,0,5
10,10,84,0,17,0,3
71,71,42,0,10,0,4
2.96,2.96,62,0,17,0,1
6.46,6.46,6,0,17,0,1
70,70,40,0,30,0,1
3.1,3.1,41,0,17,0,1
2,2,41,0,17,0,1
37,37,30,1,10,2,1
0.03,0.03,6,0,17,0,1
21,21,41,0,17,0,2
24,24,40,0,13,0,4
2.23,2.23,42,0,17,0,1
96,96,26,0,13,6,1
6,30,13,0,21,8,4
60,60,87,0,10,0,1
2.16,2.16,42,0,17,0,1
4.53,4.53,42,0,17,0,1
80,80,24,0,13,8,5
,0,82,0,16,0,1
14,14,42,0,17,0,2
,0,66,0,10,2,1
3.85,3.85,42,0,17,0,1
24,24,66,0,13,0,3
8,8,42,0,17,0,3
60,60,26,0,10,0,1
0.03,0.03,41,0,17,0,1
24,24,66,0,10,7,1
